word	rank	english_layout	punctuation	trigger_letters	punctuation_count	in_auto_core_100k	zipf	score
аюб	189420	f.,	.,	юб	2	0	2.18	0.168571
бабаджанян	189421	,f,fl;fyzy	,,;	ббж	3	0	2.18	0.168571
бабушкиным	189422	,f,eirbysv	,,	бб	2	0	2.18	0.168571
багратиони	189423	,fuhfnbjyb	,	б	1	0	2.18	0.168571
базарные	189424	,fpfhyst	,	б	1	0	2.18	0.168571
байдену	189425	,fqltye	,	б	1	0	2.18	0.168571
бактериальное	189426	,frnthbfkmyjt	,	б	1	0	2.18	0.168571
бакуган	189427	,freufy	,	б	1	0	2.18	0.168571
балканистики	189428	,fkrfybcnbrb	,	б	1	0	2.18	0.168571
баллистическим	189429	,fkkbcnbxtcrbv	,	б	1	0	2.18	0.168571
баловень	189430	,fkjdtym	,	б	1	0	2.18	0.168571
бальзаковского	189431	,fkmpfrjdcrjuj	,	б	1	0	2.18	0.168571
бантинг	189432	,fynbyu	,	б	1	0	2.18	0.168571
баранову	189433	,fhfyjde	,	б	1	0	2.18	0.168571
баржей	189434	,fh;tq	,;	бж	2	0	2.18	0.168571
баронет	189435	,fhjytn	,	б	1	0	2.18	0.168571
басры	189436	,fchs	,	б	1	0	2.18	0.168571
бастиана	189437	,fcnbfyf	,	б	1	0	2.18	0.168571
бастующими	189438	,fcne.obvb	,.	бю	2	0	2.18	0.168571
батова	189439	,fnjdf	,	б	1	0	2.18	0.168571
бауманского	189440	,fevfycrjuj	,	б	1	0	2.18	0.168571
баффета	189441	,faatnf	,	б	1	0	2.18	0.168571
башмакова	189442	,fivfrjdf	,	б	1	0	2.18	0.168571
бедрам	189443	,tlhfv	,	б	1	0	2.18	0.168571
безвредными	189444	,tpdhtlysvb	,	б	1	0	2.18	0.168571
бездари	189445	,tplfhb	,	б	1	0	2.18	0.168571
бездуховность	189446	,tple[jdyjcnm	,[	бх	2	0	2.18	0.168571
безземельные	189447	,tpptvtkmyst	,	б	1	0	2.18	0.168571
безобразна	189448	,tpj,hfpyf	,,	бб	2	0	2.18	0.168571
безрассудная	189449	,tphfccelyfz	,	б	1	0	2.18	0.168571
безрассудное	189450	,tphfccelyjt	,	б	1	0	2.18	0.168571
безруких	189451	,tpherb[	,[	бх	2	0	2.18	0.168571
безусловными	189452	,tpeckjdysvb	,	б	1	0	2.18	0.168571
бекмана	189453	,trvfyf	,	б	1	0	2.18	0.168571
беларуськалий	189454	,tkfhecmrfkbq	,	б	1	0	2.18	0.168571
белизны	189455	,tkbpys	,	б	1	0	2.18	0.168571
белогвардейской	189456	,tkjudfhltqcrjq	,	б	1	0	2.18	0.168571
белоснежными	189457	,tkjcyt;ysvb	,;	бж	2	0	2.18	0.168571
белуджистан	189458	,tkel;bcnfy	,;	бж	2	0	2.18	0.168571
белуши	189459	,tkeib	,	б	1	0	2.18	0.168571
бенвенуто	189460	,tydtyenj	,	б	1	0	2.18	0.168571
бермудском	189461	,thvelcrjv	,	б	1	0	2.18	0.168571
бернер	189462	,thyth	,	б	1	0	2.18	0.168571
бернштам	189463	,thyinfv	,	б	1	0	2.18	0.168571
беспилотным	189464	,tcgbkjnysv	,	б	1	0	2.18	0.168571
беспрерывного	189465	,tcghthsdyjuj	,	б	1	0	2.18	0.168571
беспросветной	189466	,tcghjcdtnyjq	,	б	1	0	2.18	0.168571
бессонными	189467	,tccjyysvb	,	б	1	0	2.18	0.168571
бесспорная	189468	,tccgjhyfz	,	б	1	0	2.18	0.168571
бесшовных	189469	,tcijdys[	,[	бх	2	0	2.18	0.168571
беттани	189470	,tnnfyb	,	б	1	0	2.18	0.168571
биатлонного	189471	,bfnkjyyjuj	,	б	1	0	2.18	0.168571
библиотечным	189472	,b,kbjntxysv	,,	бб	2	0	2.18	0.168571
библиофилов	189473	,b,kbjabkjd	,,	бб	2	0	2.18	0.168571
бинь	189474	,bym	,	б	1	0	2.18	0.168571
биргит	189475	,bhubn	,	б	1	0	2.18	0.168571
биро	189476	,bhj	,	б	1	0	2.18	0.168571
бисексуалка	189477	,bctrcefkrf	,	б	1	0	2.18	0.168571
битвами	189478	,bndfvb	,	б	1	0	2.18	0.168571
благородстве	189479	,kfujhjlcndt	,	б	1	0	2.18	0.168571
блаженное	189480	,kf;tyyjt	,;	бж	2	0	2.18	0.168571
блатная	189481	,kfnyfz	,	б	1	0	2.18	0.168571
блесну	189482	,ktcye	,	б	1	0	2.18	0.168571
бобруйской	189483	,j,heqcrjq	,,	бб	2	0	2.18	0.168571
бокерия	189484	,jrthbz	,	б	1	0	2.18	0.168571
болтлив	189485	,jknkbd	,	б	1	0	2.18	0.168571
больничку	189486	,jkmybxre	,	б	1	0	2.18	0.168571
боне	189487	,jyt	,	б	1	0	2.18	0.168571
бону	189488	,jye	,	б	1	0	2.18	0.168571
борзенко	189489	,jhptyrj	,	б	1	0	2.18	0.168571
бородая	189490	,jhjlfz	,	б	1	0	2.18	0.168571
бородки	189491	,jhjlrb	,	б	1	0	2.18	0.168571
боспор	189492	,jcgjh	,	б	1	0	2.18	0.168571
ботанико	189493	,jnfybrj	,	б	1	0	2.18	0.168571
боуден	189494	,jelty	,	б	1	0	2.18	0.168571
бочкова	189495	,jxrjdf	,	б	1	0	2.18	0.168571
бпм	189496	,gv	,	б	1	0	2.18	0.168571
брезента	189497	,htptynf	,	б	1	0	2.18	0.168571
брелки	189498	,htkrb	,	б	1	0	2.18	0.168571
бренданом	189499	,htylfyjv	,	б	1	0	2.18	0.168571
брика	189500	,hbrf	,	б	1	0	2.18	0.168571
бриллиантовым	189501	,hbkkbfynjdsv	,	б	1	0	2.18	0.168571
бродов	189502	,hjljd	,	б	1	0	2.18	0.168571
бронебойный	189503	,hjyt,jqysq	,,	бб	2	0	2.18	0.168571
брошюрки	189504	,hji.hrb	,.	бю	2	0	2.18	0.168571
брутально	189505	,henfkmyj	,	б	1	0	2.18	0.168571
брынцалов	189506	,hsywfkjd	,	б	1	0	2.18	0.168571
бтв	189507	,nd	,	б	1	0	2.18	0.168571
бугорка	189508	,eujhrf	,	б	1	0	2.18	0.168571
буддистом	189509	,ellbcnjv	,	б	1	0	2.18	0.168571
буды	189510	,els	,	б	1	0	2.18	0.168571
буйки	189511	,eqrb	,	б	1	0	2.18	0.168571
бусина	189512	,ecbyf	,	б	1	0	2.18	0.168571
бусыгина	189513	,ecsubyf	,	б	1	0	2.18	0.168571
быстрицкий	189514	,scnhbwrbq	,	б	1	0	2.18	0.168571
бьюик	189515	,m.br	,.	бю	2	0	2.18	0.168571
бюлл	189516	,.kk	,.	бю	2	0	2.18	0.168571
бюрократическое	189517	,.hjrhfnbxtcrjt	,.	бю	2	0	2.18	0.168571
вбежала	189529	d,t;fkf	,;	бж	2	0	2.18	0.168571
ведах	189533	dtlf[	[	х	1	0	2.18	0.168571
ведаю	189534	dtlf.	.	ю	1	0	2.18	0.168571
вербовщиков	189540	dth,jdobrjd	,	б	1	0	2.18	0.168571
ветхозаветного	189550	dtn[jpfdtnyjuj	[	х	1	0	2.18	0.168571
взбалмошная	189554	dp,fkvjiyfz	,	б	1	0	2.18	0.168571
вздрагивают	189556	dplhfubdf.n	.	ю	1	0	2.18	0.168571
взмахнуть	189558	dpvf[yenm	[	х	1	0	2.18	0.168571
вибрациям	189563	db,hfwbzv	,	б	1	0	2.18	0.168571
видеозаписью	189566	dbltjpfgbcm.	.	ю	1	0	2.18	0.168571
владеющими	189579	dkflt.obvb	.	ю	1	0	2.18	0.168571
влиятельнейших	189583	dkbzntkmytqib[	[	х	1	0	2.18	0.168571
вложенной	189585	dkj;tyyjq	;	ж	1	0	2.18	0.168571
внеклассных	189589	dytrkfccys[	[	х	1	0	2.18	0.168571
внятных	189594	dyznys[	[	х	1	0	2.18	0.168571
военнообязанные	189602	djtyyjj,zpfyyst	,	б	1	0	2.18	0.168571
возвышенную	189603	djpdsityye.	.	ю	1	0	2.18	0.168571
восхитилась	189623	djc[bnbkfcm	[	х	1	0	2.18	0.168571
восходящему	189624	djc[jlzotve	[	х	1	0	2.18	0.168571
впечатлительных	189627	dgtxfnkbntkmys[	[	х	1	0	2.18	0.168571
враждебна	189631	dhf;lt,yf	;,	жб	2	0	2.18	0.168571
вращающемся	189633	dhfof.otvcz	.	ю	1	0	2.18	0.168571
вручаю	189634	dhexf.	.	ю	1	0	2.18	0.168571
встречающегося	189638	dcnhtxf.otujcz	.	ю	1	0	2.18	0.168571
втыкают	189640	dnsrf.n	.	ю	1	0	2.18	0.168571
выдвижные	189649	dsldb;yst	;	ж	1	0	2.18	0.168571
выдержанных	189650	dslth;fyys[	;[	жх	2	0	2.18	0.168571
выложились	189659	dskj;bkbcm	;	ж	1	0	2.18	0.168571
вырезаю	189668	dshtpf.	.	ю	1	0	2.18	0.168571
вырытых	189670	dshsns[	[	х	1	0	2.18	0.168571
выступающем	189674	dscnegf.otv	.	ю	1	0	2.18	0.168571
выталкивают	189678	dsnfkrbdf.n	.	ю	1	0	2.18	0.168571
габриэлю	189684	uf,hb'k.	,'.	бэю	3	0	2.18	0.168571
газированную	189686	ufpbhjdfyye.	.	ю	1	0	2.18	0.168571
газообмен	189687	ufpjj,vty	,	б	1	0	2.18	0.168571
газообразный	189688	ufpjj,hfpysq	,	б	1	0	2.18	0.168571
галапагосских	189690	ufkfgfujccrb[	[	х	1	0	2.18	0.168571
гамбургской	189694	ufv,ehucrjq	,	б	1	0	2.18	0.168571
генассамблее	189704	utyfccfv,ktt	,	б	1	0	2.18	0.168571
генриховна	189707	utyhb[jdyf	[	х	1	0	2.18	0.168571
гитлерюгенда	189721	ubnkth.utylf	.	ю	1	0	2.18	0.168571
глиэра	189725	ukb'hf	'	э	1	0	2.18	0.168571
глубоководным	189728	uke,jrjdjlysv	,	б	1	0	2.18	0.168571
глубочайшем	189729	uke,jxfqitv	,	б	1	0	2.18	0.168571
глубочайшему	189730	uke,jxfqitve	,	б	1	0	2.18	0.168571
глыбой	189732	uks,jq	,	б	1	0	2.18	0.168571
голубевым	189739	ujke,tdsv	,	б	1	0	2.18	0.168571
голубоглазые	189740	ujke,jukfpst	,	б	1	0	2.18	0.168571
гребешка	189753	uht,tirf	,	б	1	0	2.18	0.168571
грибковые	189754	uhb,rjdst	,	б	1	0	2.18	0.168571
грубейшие	189759	uhe,tqibt	,	б	1	0	2.18	0.168571
гэн	189770	u'y	'	э	1	0	2.18	0.168571
гюйгенса	189771	u.qutycf	.	ю	1	0	2.18	0.168571
даргомыжский	189777	lfhujvs;crbq	;	ж	1	0	2.18	0.168571
двухнедельные	189787	lde[ytltkmyst	[	х	1	0	2.18	0.168571
дезинфицирующие	189793	ltpbyabwbhe.obt	.	ю	1	0	2.18	0.168571
действовавшую	189796	ltqcndjdfdie.	.	ю	1	0	2.18	0.168571
делающее	189800	ltkf.ott	.	ю	1	0	2.18	0.168571
держателю	189806	lth;fntk.	;.	жю	2	0	2.18	0.168571
дефляцию	189811	ltakzwb.	.	ю	1	0	2.18	0.168571
джабраил	189812	l;f,hfbk	;,	жб	2	0	2.18	0.168571
джазиры	189813	l;fpbhs	;	ж	1	0	2.18	0.168571
джентльмену	189814	l;tynkmvtye	;	ж	1	0	2.18	0.168571
джефа	189815	l;taf	;	ж	1	0	2.18	0.168571
джэм	189816	l;'v	;'	жэ	2	0	2.18	0.168571
диаграммах	189820	lbfuhfvvf[	[	х	1	0	2.18	0.168571
диковинных	189825	lbrjdbyys[	[	х	1	0	2.18	0.168571
дихотомия	189834	lb[jnjvbz	[	х	1	0	2.18	0.168571
добившегося	189836	lj,bditujcz	,	б	1	0	2.18	0.168571
добродетелями	189837	lj,hjltntkzvb	,	б	1	0	2.18	0.168571
добытым	189838	lj,snsv	,	б	1	0	2.18	0.168571
дожали	189844	lj;fkb	;	ж	1	0	2.18	0.168571
долгожителем	189848	ljkuj;bntktv	;	ж	1	0	2.18	0.168571
дополняющих	189858	ljgjkyz.ob[	.[	юх	2	0	2.18	0.168571
достижимы	189865	ljcnb;bvs	;	ж	1	0	2.18	0.168571
драгоценностях	189867	lhfujwtyyjcnz[	[	х	1	0	2.18	0.168571
дражайший	189868	lhf;fqibq	;	ж	1	0	2.18	0.168571
дрейфующие	189871	lhtqae.obt	.	ю	1	0	2.18	0.168571
дробышева	189872	lhj,sitdf	,	б	1	0	2.18	0.168571
дробями	189873	lhj,zvb	,	б	1	0	2.18	0.168571
думающего	189878	levf.otuj	.	ю	1	0	2.18	0.168571
душегуб	189881	leitue,	,	б	1	0	2.18	0.168571
дуэйном	189884	le'qyjv	'	э	1	0	2.18	0.168571
дэвидсона	189885	l'dblcjyf	'	э	1	0	2.18	0.168571
дюймовую	189886	l.qvjde.	..	юю	2	0	2.18	0.168571
ебанько	189888	t,fymrj	,	б	1	0	2.18	0.168571
единоличную	189892	tlbyjkbxye.	.	ю	1	0	2.18	0.168571
жариться	189896	;fhbnmcz	;	ж	1	0	2.18	0.168571
жасмином	189897	;fcvbyjv	;	ж	1	0	2.18	0.168571
желанны	189898	;tkfyys	;	ж	1	0	2.18	0.168571
железобетонным	189899	;tktpj,tnjyysv	;,	жб	2	0	2.18	0.168571
жер	189900	;th	;	ж	1	0	2.18	0.168571
жердей	189901	;thltq	;	ж	1	0	2.18	0.168571
жеребце	189902	;tht,wt	;,	жб	2	0	2.18	0.168571
живительный	189903	;bdbntkmysq	;	ж	1	0	2.18	0.168571
живописцами	189904	;bdjgbcwfvb	;	ж	1	0	2.18	0.168571
животную	189905	;bdjnye.	;.	жю	2	0	2.18	0.168571
жигалов	189906	;bufkjd	;	ж	1	0	2.18	0.168571
жигулевское	189907	;buektdcrjt	;	ж	1	0	2.18	0.168571
жиме	189908	;bvt	;	ж	1	0	2.18	0.168571
жиркова	189909	;bhrjdf	;	ж	1	0	2.18	0.168571
жрачка	189910	;hfxrf	;	ж	1	0	2.18	0.168571
жужелиц	189911	;e;tkbw	;;	жж	2	0	2.18	0.168571
забитом	189912	pf,bnjv	,	б	1	0	2.18	0.168571
забродин	189913	pf,hjlby	,	б	1	0	2.18	0.168571
заведующими	189915	pfdtle.obvb	.	ю	1	0	2.18	0.168571
зависящую	189919	pfdbczoe.	.	ю	1	0	2.18	0.168571
завяжи	189924	pfdz;b	;	ж	1	0	2.18	0.168571
загруженная	189927	pfuhe;tyyfz	;	ж	1	0	2.18	0.168571
задержу	189928	pflth;e	;	ж	1	0	2.18	0.168571
задрожал	189929	pflhj;fk	;	ж	1	0	2.18	0.168571
залежь	189936	pfkt;m	;	ж	1	0	2.18	0.168571
замаскированную	189937	pfvfcrbhjdfyye.	.	ю	1	0	2.18	0.168571
замираю	189941	pfvbhf.	.	ю	1	0	2.18	0.168571
замораживанием	189943	pfvjhf;bdfybtv	;	ж	1	0	2.18	0.168571
занимательную	189947	pfybvfntkmye.	.	ю	1	0	2.18	0.168571
зарегистрированную	189952	pfhtubcnhbhjdfyye.	.	ю	1	0	2.18	0.168571
застою	189956	pfcnj.	.	ю	1	0	2.18	0.168571
заторможенность	189961	pfnjhvj;tyyjcnm	;	ж	1	0	2.18	0.168571
зауважал	189968	pfedf;fk	;	ж	1	0	2.18	0.168571
захватившая	189970	pf[dfnbdifz	[	х	1	0	2.18	0.168571
захид	189971	pf[bl	[	х	1	0	2.18	0.168571
заходящих	189972	pf[jlzob[	[[	хх	2	0	2.18	0.168571
злоупотребляя	189984	pkjegjnht,kzz	,	б	1	0	2.18	0.168571
зрителях	189988	phbntkz[	[	х	1	0	2.18	0.168571
ибис	189991	b,bc	,	б	1	0	2.18	0.168571
ижмаш	190000	b;vfi	;	ж	1	0	2.18	0.168571
ижора	190001	b;jhf	;	ж	1	0	2.18	0.168571
избирательности	190002	bp,bhfntkmyjcnb	,	б	1	0	2.18	0.168571
избраннице	190003	bp,hfyybwt	,	б	1	0	2.18	0.168571
извилистых	190006	bpdbkbcns[	[	х	1	0	2.18	0.168571
иллюзорный	190016	bkk.pjhysq	.	ю	1	0	2.18	0.168571
иллюстраторы	190017	bkk.cnhfnjhs	.	ю	1	0	2.18	0.168571
илюхина	190019	bk.[byf	.[	юх	2	0	2.18	0.168571
имитирующей	190021	bvbnbhe.otq	.	ю	1	0	2.18	0.168571
ингрэм	190025	byuh'v	'	э	1	0	2.18	0.168571
интригующая	190032	bynhbue.ofz	.	ю	1	0	2.18	0.168571
информирую	190034	byajhvbhe.	.	ю	1	0	2.18	0.168571
искавших	190038	bcrfdib[	[	х	1	0	2.18	0.168571
исключались	190039	bcrk.xfkbcm	.	ю	1	0	2.18	0.168571
испытывающего	190048	bcgsnsdf.otuj	.	ю	1	0	2.18	0.168571
исцеляющий	190053	bcwtkz.obq	.	ю	1	0	2.18	0.168571
исчерпывающего	190054	bcxthgsdf.otuj	.	ю	1	0	2.18	0.168571
июньским	190055	b.ymcrbv	.	ю	1	0	2.18	0.168571
кабельную	190057	rf,tkmye.	,.	бю	2	0	2.18	0.168571
кабинетный	190058	rf,bytnysq	,	б	1	0	2.18	0.168571
кабинках	190059	rf,byrf[	,[	бх	2	0	2.18	0.168571
каждодневная	190060	rf;ljlytdyfz	;	ж	1	0	2.18	0.168571
капиталистическую	190074	rfgbnfkbcnbxtcre.	.	ю	1	0	2.18	0.168571
капюшонами	190079	rfg.ijyfvb	.	ю	1	0	2.18	0.168571
карбонара	190080	rfh,jyfhf	,	б	1	0	2.18	0.168571
кастрацию	190090	rfcnhfwb.	.	ю	1	0	2.18	0.168571
каторжный	190094	rfnjh;ysq	;	ж	1	0	2.18	0.168571
катюшей	190095	rfn.itq	.	ю	1	0	2.18	0.168571
кесарю	190102	rtcfh.	.	ю	1	0	2.18	0.168571
киноработы	190107	rbyjhf,jns	,	б	1	0	2.18	0.168571
кирю	190114	rbh.	.	ю	1	0	2.18	0.168571
кицбюэле	190116	rbw,.'kt	,.'	бюэ	3	0	2.18	0.168571
климатическую	190120	rkbvfnbxtcre.	.	ю	1	0	2.18	0.168571
кнопках	190128	ryjgrf[	[	х	1	0	2.18	0.168571
княжич	190129	ryz;bx	;	ж	1	0	2.18	0.168571
кобрина	190130	rj,hbyf	,	б	1	0	2.18	0.168571
когданибудь	190132	rjulfyb,elm	,	б	1	0	2.18	0.168571
кожанке	190135	rj;fyrt	;	ж	1	0	2.18	0.168571
кожевниковой	190136	rj;tdybrjdjq	;	ж	1	0	2.18	0.168571
колебательный	190139	rjkt,fntkmysq	,	б	1	0	2.18	0.168571
комбинезонах	190145	rjv,bytpjyf[	,[	бх	2	0	2.18	0.168571
комбинирование	190146	rjv,bybhjdfybt	,	б	1	0	2.18	0.168571
коммьюнити	190148	rjvvm.ybnb	.	ю	1	0	2.18	0.168571
координирующий	190166	rjjhlbybhe.obq	.	ю	1	0	2.18	0.168571
корнелюка	190169	rjhytk.rf	.	ю	1	0	2.18	0.168571
коротеньких	190174	rjhjntymrb[	[	х	1	0	2.18	0.168571
костюмированные	190186	rjcn.vbhjdfyyst	.	ю	1	0	2.18	0.168571
коттеджах	190188	rjnntl;f[	;[	жх	2	0	2.18	0.168571
коттеджные	190189	rjnntl;yst	;	ж	1	0	2.18	0.168571
коттеджных	190190	rjnntl;ys[	;[	жх	2	0	2.18	0.168571
кочующие	190192	rjxe.obt	.	ю	1	0	2.18	0.168571
кочующих	190193	rjxe.ob[	.[	юх	2	0	2.18	0.168571
криворожская	190199	rhbdjhj;crfz	;	ж	1	0	2.18	0.168571
ксерокопию	190207	rcthjrjgb.	.	ю	1	0	2.18	0.168571
кузнечных	190210	repytxys[	[	х	1	0	2.18	0.168571
культовую	190212	rekmnjde.	.	ю	1	0	2.18	0.168571
курортную	190216	rehjhnye.	.	ю	1	0	2.18	0.168571
ландсберг	190225	kfylc,thu	,	б	1	0	2.18	0.168571
латиноамериканскую	190226	kfnbyjfvthbrfycre.	.	ю	1	0	2.18	0.168571
лебедкой	190228	kt,tlrjq	,	б	1	0	2.18	0.168571
лепаж	190237	ktgf;	;	ж	1	0	2.18	0.168571
лесбийскую	190238	ktc,bqcre.	,.	бю	2	0	2.18	0.168571
лженаука	190241	k;tyferf	;	ж	1	0	2.18	0.168571
ливневую	190242	kbdytde.	.	ю	1	0	2.18	0.168571
литосферных	190249	kbnjcathys[	[	х	1	0	2.18	0.168571
лихарев	190250	kb[fhtd	[	х	1	0	2.18	0.168571
лишенную	190252	kbityye.	.	ю	1	0	2.18	0.168571
лубка	190264	ke,rf	,	б	1	0	2.18	0.168571
лужами	190265	ke;fvb	;	ж	1	0	2.18	0.168571
лужин	190266	ke;by	;	ж	1	0	2.18	0.168571
лэйна	190273	k'qyf	'	э	1	0	2.18	0.168571
людина	190274	k.lbyf	.	ю	1	0	2.18	0.168571
людо	190275	k.lj	.	ю	1	0	2.18	0.168571
люй	190276	k.q	.	ю	1	0	2.18	0.168571
люсе	190277	k.ct	.	ю	1	0	2.18	0.168571
лютне	190278	k.nyt	.	ю	1	0	2.18	0.168571
ляхова	190279	kz[jdf	[	х	1	0	2.18	0.168571
магистральную	190282	vfubcnhfkmye.	.	ю	1	0	2.18	0.168571
маджида	190285	vfl;blf	;	ж	1	0	2.18	0.168571
малахитовая	190292	vfkf[bnjdfz	[	х	1	0	2.18	0.168571
малолитражных	190297	vfkjkbnhf;ys[	;[	жх	2	0	2.18	0.168571
маршалловых	190305	vfhifkkjds[	[	х	1	0	2.18	0.168571
масштабировать	190308	vfcinf,bhjdfnm	,	б	1	0	2.18	0.168571
мебиуса	190317	vt,becf	,	б	1	0	2.18	0.168571
межгосударственная	190320	vt;ujcelfhcndtyyfz	;	ж	1	0	2.18	0.168571
межнациональный	190321	vt;yfwbjyfkmysq	;	ж	1	0	2.18	0.168571
мехия	190328	vt[bz	[	х	1	0	2.18	0.168571
мехлис	190329	vt[kbc	[	х	1	0	2.18	0.168571
мехмета	190330	vt[vtnf	[	х	1	0	2.18	0.168571
микробиологической	190338	vbrhj,bjkjubxtcrjq	,	б	1	0	2.18	0.168571
микробных	190339	vbrhj,ys[	,[	бх	2	0	2.18	0.168571
миниатюризации	190347	vbybfn.hbpfwbb	.	ю	1	0	2.18	0.168571
митохондриальных	190351	vbnj[jylhbfkmys[	[[	хх	2	0	2.18	0.168571
митю	190353	vbn.	.	ю	1	0	2.18	0.168571
михайла	190354	vb[fqkf	[	х	1	0	2.18	0.168571
михоэлса	190355	vb[j'kcf	['	хэ	2	0	2.18	0.168571
многослойную	190363	vyjujckjqye.	.	ю	1	0	2.18	0.168571
многоэтажку	190366	vyjuj'nf;re	';	эж	2	0	2.18	0.168571
многоядерных	190367	vyjujzlthys[	[	х	1	0	2.18	0.168571
мобилизовала	190368	vj,bkbpjdfkf	,	б	1	0	2.18	0.168571
моховые	190386	vj[jdst	[	х	1	0	2.18	0.168571
мужественнее	190392	ve;tcndtyytt	;	ж	1	0	2.18	0.168571
мужлан	190393	ve;kfy	;	ж	1	0	2.18	0.168571
мухоморы	190402	ve[jvjhs	[	х	1	0	2.18	0.168571
мхг	190403	v[u	[	х	1	0	2.18	0.168571
мэддисон	190410	v'llbcjy	'	э	1	0	2.18	0.168571
мэнсоном	190411	v'ycjyjv	'	э	1	0	2.18	0.168571
набежала	190413	yf,t;fkf	,;	бж	2	0	2.18	0.168571
набежит	190414	yf,t;bn	,;	бж	2	0	2.18	0.168571
наваждения	190415	yfdf;ltybz	;	ж	1	0	2.18	0.168571
награбленным	190420	yfuhf,ktyysv	,	б	1	0	2.18	0.168571
нагревательных	190421	yfuhtdfntkmys[	[	х	1	0	2.18	0.168571
нажрались	190425	yf;hfkbcm	;	ж	1	0	2.18	0.168571
налаживают	190434	yfkf;bdf.n	;.	жю	2	0	2.18	0.168571
нанимаются	190439	yfybvf.ncz	.	ю	1	0	2.18	0.168571
направлю	190443	yfghfdk.	.	ю	1	0	2.18	0.168571
наработать	190446	yfhf,jnfnm	,	б	1	0	2.18	0.168571
нарастающие	190448	yfhfcnf.obt	.	ю	1	0	2.18	0.168571
нарбут	190450	yfh,en	,	б	1	0	2.18	0.168571
нахватался	190460	yf[dfnfkcz	[	х	1	0	2.18	0.168571
находчивым	190461	yf[jlxbdsv	[	х	1	0	2.18	0.168571
нацеленную	190463	yfwtktyye.	.	ю	1	0	2.18	0.168571
неделимую	190468	ytltkbve.	.	ю	1	0	2.18	0.168571
недержания	190469	ytlth;fybz	;	ж	1	0	2.18	0.168571
недобросовестность	190471	ytlj,hjcjdtcnyjcnm	,	б	1	0	2.18	0.168571
нежелательна	190475	yt;tkfntkmyf	;	ж	1	0	2.18	0.168571
нежирного	190476	yt;bhyjuj	;	ж	1	0	2.18	0.168571
нелюбимая	190483	ytk.,bvfz	.,	юб	2	0	2.18	0.168571
неминуемую	190484	ytvbyetve.	.	ю	1	0	2.18	0.168571
ненадежен	190486	ytyflt;ty	;	ж	1	0	2.18	0.168571
необработанного	190489	ytj,hf,jnfyyjuj	,,	бб	2	0	2.18	0.168571
непальских	190497	ytgfkmcrb[	[	х	1	0	2.18	0.168571
неплатежеспособным	190498	ytgkfnt;tcgjcj,ysv	;,	жб	2	0	2.18	0.168571
неповиновению	190499	ytgjdbyjdtyb.	.	ю	1	0	2.18	0.168571
непохожа	190503	ytgj[j;f	[;	хж	2	0	2.18	0.168571
непохожими	190504	ytgj[j;bvb	[;	хж	2	0	2.18	0.168571
неприхотливые	190510	ytghb[jnkbdst	[	х	1	0	2.18	0.168571
нерешительностью	190515	ythtibntkmyjcnm.	.	ю	1	0	2.18	0.168571
неуклюж	190524	yterk.;	.;	юж	2	0	2.18	0.168571
неунывающий	190526	yteysdf.obq	.	ю	1	0	2.18	0.168571
низкобюджетный	190531	ybprj,.l;tnysq	,.;	бюж	3	0	2.18	0.168571
новомодных	190538	yjdjvjlys[	[	х	1	0	2.18	0.168571
ножкам	190539	yj;rfv	;	ж	1	0	2.18	0.168571
ноющая	190543	yj.ofz	.	ю	1	0	2.18	0.168571
нюхай	190553	y.[fq	.[	юх	2	0	2.18	0.168571
обвинившего	190555	j,dbybdituj	,	б	1	0	2.18	0.168571
обезвоживанием	190556	j,tpdj;bdfybtv	,;	бж	2	0	2.18	0.168571
обезьяньи	190557	j,tpmzymb	,	б	1	0	2.18	0.168571
обеспокоила	190558	j,tcgjrjbkf	,	б	1	0	2.18	0.168571
обесточить	190559	j,tcnjxbnm	,	б	1	0	2.18	0.168571
обещающий	190560	j,tof.obq	,.	бю	2	0	2.18	0.168571
обижаю	190561	j,b;f.	,;.	бжю	3	0	2.18	0.168571
обильную	190562	j,bkmye.	,.	бю	2	0	2.18	0.168571
обитаемости	190563	j,bnftvjcnb	,	б	1	0	2.18	0.168571
облегчив	190564	j,ktuxbd	,	б	1	0	2.18	0.168571
облизала	190565	j,kbpfkf	,	б	1	0	2.18	0.168571
обличитель	190566	j,kbxbntkm	,	б	1	0	2.18	0.168571
обломали	190567	j,kjvfkb	,	б	1	0	2.18	0.168571
облсуд	190568	j,kcel	,	б	1	0	2.18	0.168571
обменяются	190569	j,vtyz.ncz	,.	бю	2	0	2.18	0.168571
обнови	190570	j,yjdb	,	б	1	0	2.18	0.168571
обновлениях	190571	j,yjdktybz[	,[	бх	2	0	2.18	0.168571
обновляли	190572	j,yjdkzkb	,	б	1	0	2.18	0.168571
обогащая	190573	j,jufofz	,	б	1	0	2.18	0.168571
обозначала	190574	j,jpyfxfkf	,	б	1	0	2.18	0.168571
оборонку	190575	j,jhjyre	,	б	1	0	2.18	0.168571
обоснованны	190576	j,jcyjdfyys	,	б	1	0	2.18	0.168571
обрабатывающий	190577	j,hf,fnsdf.obq	,,.	ббю	3	0	2.18	0.168571
обрадоваться	190578	j,hfljdfnmcz	,	б	1	0	2.18	0.168571
образовывалась	190579	j,hfpjdsdfkfcm	,	б	1	0	2.18	0.168571
обращенного	190580	j,hfotyyjuj	,	б	1	0	2.18	0.168571
