word	rank	source_rank	zipf	score
индийский	15496	15810	3.76	0.394286
кирилла	15513	15827	3.76	0.394286
марины	15536	15850	3.76	0.394286
михаилу	15542	15856	3.76	0.394286
мордовии	15548	15862	3.76	0.394286
рязань	15650	15965	3.76	0.394286
саратове	15653	15968	3.76	0.394286
симон	15660	15975	3.76	0.394286
твери	15689	16004	3.76	0.394286
шмидт	15727	16042	3.76	0.394286
александров	15736	16056	3.75	0.392857
альфред	15737	16057	3.75	0.392857
барбара	15741	16061	3.75	0.392857
воронежа	15763	16083	3.75	0.392857
генрих	15779	16099	3.75	0.392857
лермонтова	15843	16163	3.75	0.392857
лоуренс	15846	16166	3.75	0.392857
поттер	15915	16235	3.75	0.392857
самары	15953	16274	3.75	0.392857
турцией	15993	16314	3.75	0.392857
хьюстон	16010	16331	3.75	0.392857
эдварда	16019	16340	3.75	0.392857
ювентус	16025	16346	3.75	0.392857
якутия	16026	16347	3.75	0.392857
александровна	16029	16358	3.74	0.391429
бельгия	16037	16366	3.74	0.391429
боковой	16044	16373	3.74	0.391429
бондаренко	16047	16376	3.74	0.391429
варшаве	16054	16383	3.74	0.391429
венгрия	16055	16384	3.74	0.391429
венеции	16056	16385	3.74	0.391429
гусев	16086	16416	3.74	0.391429
давида	16087	16417	3.74	0.391429
джексона	16094	16424	3.74	0.391429
дмитриев	16098	16428	3.74	0.391429
захаров	16117	16447	3.74	0.391429
ирины	16133	16463	3.74	0.391429
косово	16152	16482	3.74	0.391429
лукас	16159	16489	3.74	0.391429
матвей	16163	16493	3.74	0.391429
милане	16168	16498	3.74	0.391429
новороссии	16185	16515	3.74	0.391429
паркер	16210	16540	3.74	0.391429
паулу	16213	16543	3.74	0.391429
рязани	16284	16614	3.74	0.391429
сахалин	16285	16615	3.74	0.391429
техас	16329	16659	3.74	0.391429
тимофей	16331	16661	3.74	0.391429
томми	16335	16665	3.74	0.391429
украинскую	16345	16675	3.74	0.391429
филип	16358	16688	3.74	0.391429
хабаровске	16362	16692	3.74	0.391429
хельсинки	16365	16695	3.74	0.391429
алексеева	16383	16719	3.73	0.39
алина	16384	16720	3.73	0.39
джеки	16439	16775	3.73	0.39
джоан	16440	16776	3.73	0.39
домодедово	16444	16780	3.73	0.39
егоров	16450	16786	3.73	0.39
жукова	16456	16792	3.73	0.39
иерусалим	16470	16806	3.73	0.39
иерусалиме	16471	16807	3.73	0.39
карен	16484	16820	3.73	0.39
корею	16494	16830	3.73	0.39
милана	16518	16854	3.73	0.39
миронов	16519	16855	3.73	0.39
молдовы	16522	16858	3.73	0.39
никиты	16538	16874	3.73	0.39
руссо	16628	16964	3.73	0.39
семенов	16635	16971	3.73	0.39
соболев	16645	16981	3.73	0.39
тереза	16661	16997	3.73	0.39
тихонов	16664	17000	3.73	0.39
фридрих	16695	17031	3.73	0.39
харрис	16698	17034	3.73	0.39
чехия	16707	17043	3.73	0.39
азербайджане	16716	17058	3.72	0.388571
алонсо	16718	17060	3.72	0.388571
аргентина	16721	17063	3.72	0.388571
богдан	16733	17075	3.72	0.388571
иосифа	16818	17161	3.72	0.388571
кении	16825	17168	3.72	0.388571
киевом	16826	17169	3.72	0.388571
купер	16841	17184	3.72	0.388571
михайлова	16854	17197	3.72	0.388571
нэнси	16867	17210	3.72	0.388571
симферополя	16954	17297	3.72	0.388571
сирия	16955	17298	3.72	0.388571
словении	16958	17301	3.72	0.388571
степанов	16979	17322	3.72	0.388571
украинскими	17003	17346	3.72	0.388571
федорович	17011	17354	3.72	0.388571
финский	17013	17356	3.72	0.388571
автоваз	17041	17393	3.71	0.387143
александрова	17043	17395	3.71	0.387143
астрахань	17046	17398	3.71	0.387143
барнауле	17052	17404	3.71	0.387143
вилли	17071	17423	3.71	0.387143
вильнюс	17072	17424	3.71	0.387143
винни	17073	17425	3.71	0.387143
канадский	17154	17507	3.71	0.387143
кармен	17156	17509	3.71	0.387143
красноярска	17169	17522	3.71	0.387143
мануэль	17183	17536	3.71	0.387143
марию	17184	17537	3.71	0.387143
маркс	17185	17538	3.71	0.387143
николаевича	17210	17563	3.71	0.387143
николь	17211	17564	3.71	0.387143
одессу	17226	17579	3.71	0.387143
платон	17248	17601	3.71	0.387143
псков	17301	17654	3.71	0.387143
пугачева	17303	17656	3.71	0.387143
уолтер	17373	17727	3.71	0.387143
филиппа	17382	17736	3.71	0.387143
челябинска	17391	17745	3.71	0.387143
эмили	17402	17756	3.71	0.387143
энрике	17403	17757	3.71	0.387143
алекса	17410	17776	3.7	0.385714
андреева	17415	17781	3.7	0.385714
бруно	17427	17793	3.7	0.385714
вальтер	17431	17797	3.7	0.385714
дагестане	17467	17834	3.7	0.385714
ельцин	17491	17858	3.7	0.385714
иркутска	17516	17884	3.7	0.385714
луценко	17539	17907	3.7	0.385714
мадриде	17541	17910	3.7	0.385714
марин	17542	17911	3.7	0.385714
михайловна	17546	17915	3.7	0.385714
молдова	17548	17917	3.7	0.385714
молотова	17549	17918	3.7	0.385714
морган	17550	17919	3.7	0.385714
мюнхене	17554	17923	3.7	0.385714
нельсон	17569	17938	3.7	0.385714
сергею	17690	18060	3.7	0.385714
тверь	17715	18085	3.7	0.385714
фредди	17743	18113	3.7	0.385714
холмс	17745	18115	3.7	0.385714
чуркин	17757	18127	3.7	0.385714
алексеем	17769	18144	3.69	0.384286
алжира	17770	18145	3.69	0.384286
африка	17773	18148	3.69	0.384286
васильевна	17790	18166	3.69	0.384286
джесси	17828	18204	3.69	0.384286
кемерово	17868	18244	3.69	0.384286
клара	17871	18247	3.69	0.384286
криса	17886	18262	3.69	0.384286
петровича	17964	18340	3.69	0.384286
сталину	18046	18423	3.69	0.384286
тарас	18058	18435	3.69	0.384286
эстония	18105	18482	3.69	0.384286
андрею	18112	18496	3.68	0.382857
арктики	18114	18498	3.68	0.382857
арнольд	18115	18499	3.68	0.382857
богданов	18127	18511	3.68	0.382857
булгаков	18133	18517	3.68	0.382857
гонконге	18169	18553	3.68	0.382857
доминик	18181	18565	3.68	0.382857
канаду	18215	18601	3.68	0.382857
костя	18231	18617	3.68	0.382857
луганска	18246	18632	3.68	0.382857
маркус	18248	18634	3.68	0.382857
михайловича	18256	18642	3.68	0.382857
наталия	18266	18652	3.68	0.382857
петербургском	18299	18685	3.68	0.382857
романова	18357	18744	3.68	0.382857
росси	18358	18745	3.68	0.382857
саратова	18364	18751	3.68	0.382857
сорокин	18379	18766	3.68	0.382857
стамбул	18385	18772	3.68	0.382857
уильяма	18410	18797	3.68	0.382857
шекспир	18435	18822	3.68	0.382857
яковлева	18445	18832	3.68	0.382857
адамс	18450	18850	3.67	0.381429
архангельск	18462	18862	3.67	0.381429
белгород	18468	18868	3.67	0.381429
грецию	18508	18908	3.67	0.381429
дениса	18517	18917	3.67	0.381429
днепропетровск	18520	18920	3.67	0.381429
ивано	18548	18949	3.67	0.381429
карпов	18556	18958	3.67	0.381429
катерина	18557	18959	3.67	0.381429
китаю	18558	18960	3.67	0.381429
николаева	18619	19021	3.67	0.381429
пакистана	18649	19051	3.67	0.381429
ральф	18722	19124	3.67	0.381429
томпсон	18779	19182	3.67	0.381429
фредерик	18809	19212	3.67	0.381429
шарлотта	18815	19218	3.67	0.381429
андреас	18824	19232	3.66	0.38
брауна	18836	19244	3.66	0.38
брежнева	18837	19245	3.66	0.38
вадима	18842	19250	3.66	0.38
васильевой	18844	19252	3.66	0.38
григорьевич	18886	19294	3.66	0.38
грузию	18888	19296	3.66	0.38
дания	18893	19301	3.66	0.38
денисов	18898	19306	3.66	0.38
дмитрием	18902	19310	3.66	0.38
ефремов	18914	19322	3.66	0.38
захарова	18922	19330	3.66	0.38
иваном	18927	19335	3.66	0.38
калашникова	18937	19345	3.66	0.38
конго	18947	19355	3.66	0.38
кравченко	18952	19360	3.66	0.38
курск	18962	19370	3.66	0.38
лаврова	18963	19371	3.66	0.38
ляшко	18969	19377	3.66	0.38
мадрид	18970	19378	3.66	0.38
сергеев	19106	19514	3.66	0.38
сталинград	19127	19535	3.66	0.38
франциск	19161	19569	3.66	0.38
хелен	19164	19572	3.66	0.38
шанхае	19174	19582	3.66	0.38
ющенко	19184	19592	3.66	0.38
ярославля	19186	19594	3.66	0.38
адель	19187	19601	3.65	0.378571
аравия	19192	19606	3.65	0.378571
брюссель	19201	19615	3.65	0.378571
всеволод	19223	19637	3.65	0.378571
высоцкий	19228	19642	3.65	0.378571
данилов	19236	19650	3.65	0.378571
джессика	19242	19656	3.65	0.378571
джонса	19243	19657	3.65	0.378571
дуглас	19251	19665	3.65	0.378571
дэниел	19253	19667	3.65	0.378571
исландии	19280	19694	3.65	0.378571
калинин	19285	19699	3.65	0.378571
калининград	19286	19700	3.65	0.378571
марий	19319	19733	3.65	0.378571
огайо	19363	19778	3.65	0.378571
омска	19369	19784	3.65	0.378571
португалия	19412	19827	3.65	0.378571
тарасов	19497	19912	3.65	0.378571
терек	19500	19915	3.65	0.378571
алексею	19554	19983	3.64	0.377143
африку	19562	19991	3.64	0.377143
владислава	19588	20017	3.64	0.377143
власов	19589	20018	3.64	0.377143
волгограда	19596	20025	3.64	0.377143
гонконга	19617	20046	3.64	0.377143
густав	19621	20050	3.64	0.377143
даллас	19623	20052	3.64	0.377143
дэвиса	19633	20062	3.64	0.377143
ильин	19661	20090	3.64	0.377143
кирове	19674	20103	3.64	0.377143
клаус	19675	20104	3.64	0.377143
лазарев	19686	20116	3.64	0.377143
мэттью	19711	20142	3.64	0.377143
нидерландах	19726	20157	3.64	0.377143
новикова	19727	20158	3.64	0.377143
палестины	19753	20184	3.64	0.377143
патрика	19759	20190	3.64	0.377143
петренко	19769	20200	3.64	0.377143
уругвая	19892	20325	3.64	0.377143
чарльза	19910	20343	3.64	0.377143
билла	19933	20375	3.63	0.375714
григорьева	19962	20405	3.63	0.375714
детройт	19972	20415	3.63	0.375714
джордан	19973	20416	3.63	0.375714
ереван	19982	20425	3.63	0.375714
забайкалье	19989	20432	3.63	0.375714
каролина	20006	20449	3.63	0.375714
кливленд	20013	20456	3.63	0.375714
колумбия	20018	20461	3.63	0.375714
конрад	20025	20468	3.63	0.375714
кристин	20037	20480	3.63	0.375714
миллера	20056	20499	3.63	0.375714
минздрав	20057	20500	3.63	0.375714
монте	20063	20506	3.63	0.375714
пентагон	20115	20558	3.63	0.375714
петербургских	20118	20561	3.63	0.375714
румыния	20188	20632	3.63	0.375714
сергеевна	20199	20643	3.63	0.375714
скотта	20207	20651	3.63	0.375714
ставрополь	20230	20674	3.63	0.375714
степана	20239	20683	3.63	0.375714
степанова	20240	20684	3.63	0.375714
титов	20251	20695	3.63	0.375714
эбола	20293	20738	3.63	0.375714
адлер	20303	20759	3.62	0.374286
анастасии	20309	20765	3.62	0.374286
асада	20313	20769	3.62	0.374286
британия	20321	20777	3.62	0.374286
васильевича	20325	20781	3.62	0.374286
германа	20353	20810	3.62	0.374286
голландия	20354	20811	3.62	0.374286
дженни	20371	20828	3.62	0.374286
дмитриева	20374	20831	3.62	0.374286
европой	20386	20843	3.62	0.374286
израильский	20412	20869	3.62	0.374286
ингушетии	20414	20871	3.62	0.374286
калашников	20422	20879	3.62	0.374286
калининграде	20423	20880	3.62	0.374286
козлова	20433	20891	3.62	0.374286
кузьмин	20442	20900	3.62	0.374286
литву	20448	20906	3.62	0.374286
лорен	20452	20910	3.62	0.374286
марат	20455	20913	3.62	0.374286
мексика	20457	20915	3.62	0.374286
месси	20459	20917	3.62	0.374286
михаэль	20463	20921	3.62	0.374286
мюллер	20467	20925	3.62	0.374286
оренбург	20507	20965	3.62	0.374286
платона	20536	20994	3.62	0.374286
сережа	20612	21071	3.62	0.374286
соловьева	20627	21086	3.62	0.374286
томска	20649	21108	3.62	0.374286
финляндию	20669	21128	3.62	0.374286
хэмилтон	20675	21134	3.62	0.374286
эйнштейн	20688	21149	3.62	0.374286
эрдоган	20690	21151	3.62	0.374286
алиев	20699	21172	3.61	0.372857
белоруссию	20707	21180	3.61	0.372857
борисович	20714	21187	3.61	0.372857
боснии	20715	21188	3.61	0.372857
гончаров	20745	21218	3.61	0.372857
грейс	20751	21224	3.61	0.372857
дагестан	20756	21229	3.61	0.372857
джулия	20763	21236	3.61	0.372857
егора	20775	21248	3.61	0.372857
елизаветы	20777	21250	3.61	0.372857
ельцина	20778	21251	3.61	0.372857
калинина	20803	21277	3.61	0.372857
лаура	20822	21296	3.61	0.372857
леонтьев	20824	21298	3.61	0.372857
назаров	20843	21317	3.61	0.372857
овечкин	20862	21336	3.61	0.372857
пенза	20897	21372	3.61	0.372857
петрограде	20902	21377	3.61	0.372857
польшей	20913	21388	3.61	0.372857
ростелеком	20975	21450	3.61	0.372857
сахалина	20980	21455	3.61	0.372857
станислава	21004	21479	3.61	0.372857
электро	21070	21546	3.61	0.372857
александровича	21082	21568	3.6	0.371429
ахмед	21087	21573	3.6	0.371429
брест	21097	21583	3.6	0.371429
виктором	21107	21594	3.6	0.371429
винсент	21108	21595	3.6	0.371429
винчи	21109	21596	3.6	0.371429
вологда	21115	21602	3.6	0.371429
володя	21116	21603	3.6	0.371429
говард	21133	21620	3.6	0.371429
джульетта	21146	21633	3.6	0.371429
дмитриевич	21147	21634	3.6	0.371429
евгении	21158	21645	3.6	0.371429
ижевск	21182	21669	3.6	0.371429
израилем	21185	21672	3.6	0.371429
карелия	21200	21687	3.6	0.371429
каталонии	21203	21690	3.6	0.371429
кенни	21204	21691	3.6	0.371429
керчи	21205	21692	3.6	0.371429
кипре	21207	21694	3.6	0.371429
леонов	21233	21720	3.6	0.371429
македонии	21242	21730	3.6	0.371429
мариуполе	21247	21735	3.6	0.371429
морис	21255	21743	3.6	0.371429
ницше	21278	21766	3.6	0.371429
педро	21319	21807	3.6	0.371429
перес	21326	21814	3.6	0.371429
петербургские	21328	21816	3.6	0.371429
степанович	21452	21942	3.6	0.371429
федорова	21500	21991	3.6	0.371429
эдуарда	21528	22019	3.6	0.371429
эрнест	21531	22022	3.6	0.371429
ярослава	21535	22026	3.6	0.371429
аксель	21537	22034	3.59	0.37
бенджамин	21547	22044	3.59	0.37
бруклин	21553	22050	3.59	0.37
высоцкого	21580	22077	3.59	0.37
вячеслава	21582	22079	3.59	0.37
енисей	21620	22117	3.59	0.37
йемена	21661	22159	3.59	0.37
кипра	21666	22164	3.59	0.37
крылов	21681	22179	3.59	0.37
майер	21696	22194	3.59	0.37
питере	21758	22257	3.59	0.37
прохоров	21817	22316	3.59	0.37
свердловск	21848	22347	3.59	0.37
семенович	21853	22352	3.59	0.37
сергия	21855	22354	3.59	0.37
сингапуре	21858	22358	3.59	0.37
трамп	21891	22391	3.59	0.37
уотсон	21908	22408	3.59	0.37
хасан	21923	22423	3.59	0.37
швейцарию	21937	22437	3.59	0.37
аарон	21944	22450	3.58	0.368571
аргентине	21954	22460	3.58	0.368571
великобританию	21973	22479	3.58	0.368571
газпрома	22002	22508	3.58	0.368571
геннадия	22004	22510	3.58	0.368571
коммерсантъ	22077	22583	3.58	0.368571
лестер	22094	22600	3.58	0.368571
мариуполь	22103	22609	3.58	0.368571
маркова	22104	22610	3.58	0.368571
матвеев	22105	22611	3.58	0.368571
мэтью	22121	22627	3.58	0.368571
остин	22165	22671	3.58	0.368571
павловна	22171	22677	3.58	0.368571
павлом	22172	22678	3.58	0.368571
парнас	22175	22681	3.58	0.368571
пензе	22176	22682	3.58	0.368571
рауль	22250	22756	3.58	0.368571
родригес	22256	22762	3.58	0.368571
смоленске	22284	22790	3.58	0.368571
суворова	22309	22815	3.58	0.368571
